1.115644097,636063897427676000
-1.066358089,636063897447971000
-2.129123449,636063897467858000
2.493258715,636063897489580000
1.690137506,636063897511251000
2.518587351,636063897532706000
1.116388679,636063897556815000
-0.136800781,636063897577599000
1.096416712,636063897599008000
2.04643321,636063897620732000
2.297129393,636063897641982000
1.999375582,636063897663622000
-1.050925255,636063897685341000
0.020207472,636063897707060000
0.416345298,636063897728362000
-1.282782912,636063897756539000
-0.006935284,636063897778427000
2.578700781,636063897798434000
0.75361836,636063897819965000
0.694055259,636063897842309000
-2.328905821,636063897862918000
-2.212452173,636063897884759000
-2.567852974,636063897906870000
-2.542346001,636063897927550000
-2.543565035,636063897956709000
-2.543269873,636063897978115000
-2.543387651,636063898006687000
-2.543270111,636063898028250000
-2.543323517,636063898050237000
-2.543941021,636063898071370000
-2.543802738,636063898092972000
-2.543379784,636063898116796000
-2.543797255,636063898137789000
-2.543433666,636063898166586000
-2.543103456,636063898188149000
